Tag Hierarchy Report
====================

Genericity scores:
adventure travel -> travel (sim: 0.9976), vacation (sim: 0.7748)
family travel -> family (sim: 0.9587), travel (sim: 0.9067)
honeymoons and getaways -> getaways (sim: 0.9505), vacation (sim: 0.8763)
hotels and motels -> hotel properties (sim: 0.7632), casinos (sim: 0.7496)
rail travel -> travel (sim: 0.8741)
road trips -> travel (sim: 0.8310), destinations (sim: 0.7312)
spas -> hotels and motels (sim: 0.7440)
air travel -> travel (sim: 1.0086), adventure travel (sim: 0.7589)
beach travel -> travel (sim: 0.9211), vacation (sim: 0.7802)
bed & breakfasts -> None (top-level)
budget travel -> travel (sim: 0.8955), vacation (sim: 0.7696)
business travel -> travel (sim: 0.9723), business (sim: 0.9217)
camping -> outdoor activities (sim: 0.7190)
cruises -> honeymoons and getaways (sim: 0.7571), travel (sim: 0.7356)
day trips -> travel (sim: 0.8115), vacation (sim: 0.7432)
video gaming -> gaming (sim: 1.0463), sports video games (sim: 0.8226)
console games -> gaming (sim: 0.9300), video gaming (sim: 0.7793)
mobile games -> gaming (sim: 0.8677), smartphones (sim: 0.8522)
pc games -> gaming (sim: 0.9383), console games (sim: 0.7628)
action video games -> action-adventure video games (sim: 0.9447), gaming (sim: 0.9207)
role-playing video games -> gaming (sim: 0.8759), adventure video games (sim: 0.8157)
simulation video games -> gaming (sim: 0.8719), strategy video games (sim: 0.7739)
sports video games -> sports (sim: 0.9636), gaming (sim: 0.9412)
strategy video games -> gaming (sim: 0.9050), video gaming (sim: 0.7920)
action-adventure video games -> gaming (sim: 0.8956), adventure video games (sim: 0.8858)
adventure video games -> gaming (sim: 0.9024), sports video games (sim: 0.7476)
casual games -> gaming (sim: 0.8509)
educational video games -> gaming (sim: 0.8146), adventure video games (sim: 0.7789)
exercise and fitness video games -> fitness (sim: 0.8935), gaming (sim: 0.8753)
mmos -> role-playing video games (sim: 0.7397), strategy video games (sim: 0.7171)
music and party video games -> gaming (sim: 0.8659), entertainment (sim: 0.8207)
puzzle video games -> gaming (sim: 0.8752), adventure video games (sim: 0.7924)
sensitive topics -> discussion (sim: 0.7277)
